fist_phrase	reply
Из бисквита, скорее всего не получится	Если подольше подержать в холодильнике или подсушить бисквит, то очень даже получится!
Тантана	Здравствуйте
вот такой у меня получился мишка наконец то появилось время выложить фото	огого! вот это красавэц получился!!!! просто супер это такая форма в мишкином виде?
огого! вот это красавэц получился!!!! просто супер это такая форма в мишкином виде?	Да форма такая силиконовая сверху шоколадом присыпала, жалко было резать.
Делала с апельсином и бананом, если чесно не в восторге, но для разнообразия можно попробовать.	на вкус и цвет.. а у нас банан с апельсином - любимое сочетание!
Да форма такая силиконовая сверху шоколадом присыпала, жалко было резать.	У меня тоже такая форма есть,скажите чтобы теста на неё хватило вы в какой раскладке делали?
Такие орешки продают на улочках старого города в Таллинне. Запах пряностей разносится повсюду и так напоминает рождество	Сразу вспомнила, как 20 лет назад приехала в Ригу(в Таллинне не была, но мечтаю съездить ) как раз в рождественские праздники как у вас красиво
оно не должно быть тянучкой. должно рассыпаться, таять во рту.	"Безе у меня очень хрупкое и пустотелое, его и кусать нужно осторожно - рассыпаться может. А немножко этой тянучки на дне, когда она смешивается с кремом, делает вкус торта просто бесподобным. Но я ведь пишу про другой торт, я не делаю Павлова. В том торте(у меня в рецептах ""Черный принц"") хороший толстый безешный хрустящий слой. А здесь, что-то между белковым кремом и сырым безе. Такая мягкая консистенция, мне она совсем не понравилась. Наверное, для многих это вкусно, раз такие отзывы. Я с недавнего времени делалю белковый крем по рецепту Кати Джанго. Вернее, она по этому рецепту делает безе, а Алия придумала его, как крем. Это делается на водяной бане. Я думаю, что в Вашем рецепте как-раз такое безе. http://forum.say7.info/post4003102.html#4003102 Безе отличается от моего, оно полностью сухое, я даже не скажу, какое вкуснее, мое изначально не шло, как самостоятельное блюдо, делается оно проще. у моего безе внутри пустота, а это более плотное что-ли. А Вы обязательно выложите свой вариант торта. Я очень люблю безе, да многие его любят. Может в Вашем варианте этот торт полюблю и я. Кстати, а какой крем у Вас к этому торту? Я знаю, что , к примеру, сметанный(а значит и взбитые сливки) безе растворяют), такой торт нужно съедать сразу, я считаю, что для дома это не вариант. Это для банкета. Ваш торт не плывет на следующий день?"
Безе у меня очень хрупкое и пустотелое, его и кусать нужно осторожно - рассыпаться може	Такое безе и должно быть. и давайте на ты. а то чувствую себя такой взрослой))))) да вы правильно сказали что это делается на водяной бане и оно должно быть совсем сухим. полностью в духовке высохнуть. смотрите. я давно не пекла. тем более этот рецепт. поэтому уменя сейчас в планах наверстать упущенное))))))) попробую на выходные сделать. у нас сегоднея началась рабочая неделя. праздники в четверг пятницу. так что надеюсь сделать. и выложу рецепт и фото.
Я думаю, что в Вашем рецепте как-раз такое безе. http://forum.say7.info/post4003102.html#4003102	да это почти тот рецепт. но в отличие взбивания на водяной бане кондитеры делают другое. смешивают белки с сахаром на водяной бане и помешивают пока сахар не раствориться. потом снимают с огня и взбивают до тех пор пока посуда не остынет. тогда масса поулчится густой плотной. и вот тогда в кондитерский мешочек выдавить формочки и в духовку.
да это почти тот рецепт. но в отличие взбивания на водяной бане кондитеры делают другое. смешивают белки с сахаром на водяной бане и помешивают пока сахар не раствориться. потом снимают с огня и взбивают до тех пор пока посуда не остынет. тогда масса поулчится густой плотной. и вот тогда в кондитерский мешочек выдавить формочки и в духовку.	простите мой русский. давно уже не писала на русском. и уже забывается. даже иногда правильно не могу подобрать слова. вы если что поправляйте.
"При помощи кулинарного мешка делали из белковой массы на листе бумаги ""колодец"",сушили в духовке,потом в остывший выкладывали в центр персики,затем взбитые сливки,сверху много ягод вот такой колодец я и делаю."	заполняю кремом
что это безе будет внутри сухое и плотное.	безе после выпечки сухое. но не плотное а с пустотами.
безе после выпечки сухое. но не плотное а с пустотами.	С пустотами - даже вкуснее! Катино - очень плотное, но тоже очень вкусное. Для меня главное - что бы было сухое.
Конфетки супер Рафаэлло ОБОЖАЮ Спасибо за рецепт	"Только у меня вопрос, а ""тесто"" не будет очень жидким, шарики скатаются?"
СПАСИБО ЗА РЕЦЕПТ.А ОРЕХИ ДРУГИЕ НЕЛЬЗЯ ИСПОЛЬЗОВАТЬ?	Валентина, можно использовать любые орехи, которые вам нравятся
А сгущенка вареная или сырая?	сгущёнка обычная не варёная
Татьяна ЮС	Отличные конфетки
вот завтра и буду пробовать!!!! спасибочки	Регина, пожалуйста попробуйте
а сколько конфеток примерно получается ?	У меня получилось 20 конфеток.
Малина - это наше всё. С каждым годом она занимает всё больше и больше места в морозилке, но к НГ кончается независимо от того сколько мы её наморозили. Представляю какой вкусный десертище!!!	"Мариночка, спасибо за рецепт волшебной вкусняшки!!! Наташа,я теперь после этого лакомства ""Малинового суфле"" морозилку малиной летом заполню полностью Очень вкусно! И пропорции получились удачные ,суфле нежное,не резиновое!"
Марина, взяла рецепт в закладки, обязательно сделаю. Рада буду,если понравится	БАРНАУЛ
Спасибо, забрала в закладки.	Наталья, здорово, что и вам тортик приглянулся!!!
Просто кулинарный разврат Представляю, как это вкусно	"Кариночка, а я все думала, какое точное слово подобрать для этого орехово-шоколадно-сливочного ""безобразия"" - а вы так точно подметили!!!!"
Представляю, как это вкусно	Абсолютно верно!!
Даша, буду ждать вашего отчета!!! С большим удовольствием!	Яночка,Обязательно
Яна, это просто шоколадная бомба wacko1 wacko1 wacko1 wacko1 wacko1 wacko1	Мариночка, да, это очень шоколадно-взрывной вкус
С удовольствием забираю рецептик, на лето будет самое то, когда духовку включать не хочется, а сладенького-то всегда охота	Точно!!! И подтверждаю, что все очень быстро
Яночка спасибо огромное за этот шикарный десерт	Bastilda
	Это мой первый опыт без выпечки.
Нализалась от души, пока готовила, все очень вкусно.	Ой, сама так же готовила
Только что собрала его, поэтому пробовать будем завтра, тогда и принесу тебе кусочек. give_heart	Уже жду с нетерпением!!!
Замечательная горочка получилась!	Яночка, спасибо! Угощайся, вкусненько получилось!
Как все прошло? Были какие-то неудобства в приготовлении?	Было немного. Когда варила нижний корж, все никак не могла понять, готово, или нет. Может быть немного передержала, он хорошо так загустел в кастрюльке. Но для первого раза я результатом очень довольна.
Когда варила нижний корж, все никак не могла понять, готово, или нет. Может быть немного передержала, он хорошо так загустел в кастрюльке.	Ага, ясно. Я сама первый раз варила миндаль и просто ориентировалась по картинке источника - там корж был золотисто-карамельный. Надо сказать, у меня он быстро застыл и варила я минут 15-ть... Я посмотрела на ваш корж и вижу, что он тоже вполне себе плотный!!!
Но для первого раза я результатом очень довольна.	Я очень рада, Танюша!!! И вам от меня преогромное СПАСИБО за доверие к рецепту и замечательный фотоотчет!!!!!
Нечто потрясающе шоколадное!	Очень очень понравился рецепт. Большое спасибо
Яночка, спасибо большое за интересную идейку!!!	Забрала!
Я его сделала сегодня по случаю 6-ти летия сына.	Ольга, примите мои самые теплые поздравления с Днем Рождения сыночка!!!!
Все действительно просто и вкусно.	Приятно слышать
Вот только про то, что нужно мин. 15 варить нижний корж, вспомнила, когда уже в холодильник все загрузила. Я мин 5-10 варила. По-моему, он не очень загустел. Может, в хол-ке застынет???	Олечка, я вроде не писала, что нужно 15 минут Если она начал загустевать в кастрюльке, то все должно быть ок. У меня, когда я его наливала на фольгу, он тоже был не достаточно густой, а потом хорошо держался, после холода. Надеюсь, у вас будет все точно так же
По этому случаю в диете перерыв сделаю	"Оля, как здорово! Приятного вам ""перерыва"" Расскажите потом, как вам вкус"
Яна! Спасибо за рецепт!	Олечка, пожалуйста, буду рада, если вам тортик понравится!!!
Иногда, когда хочется сладкого, не хватает пары- тройки конфет для полного удовольствия. А после кусочказ такого тортика потребность в сладком удовлетворяется на весь день. ВКУСНО...	Олечка, как вы точно определили вкус торта Я с вами абсолютно согласна - кусочек, действительно, покрывает потребность в сладком Наверное, орехи и шоколад делают свое дело
Сладкое обожаю!	Буду делать еще. Уже скоро. Спасибки
Буду делать еще. Уже скоро. Спасибки	Спасибо вам большое за то, что нашли время ответить и написать такие замечательные слова. Я очень рада, что вам понравилось!
Яна, скажите, пожалуйста, на что по вкусу похож тортик	Элина, честно - не похоже ни на то, ни на другое Как по мне, у него свой вкус - и мне практически не с чем его сравнить Похож на шоколадный кусок хрустящего тортика
Элина, честно - не похоже ни на то, ни на другое УРА!!!	"Как по мне, у него свой вкус - и мне практически не с чем его сравнить Похож на шоколадный кусок хрустящего тортика Вот именно этого я и хотела, а не мягкую ""колбаску""! Спасибо, Яна! На ближайшее будущее запланировала!"
"Как по мне, у него свой вкус - и мне практически не с чем его сравнить Похож на шоколадный кусок хрустящего тортика Вот именно этого я и хотела, а не мягкую ""колбаску""! Спасибо, Яна! На ближайшее будущее запланировала!"	*Elisha*
"Вот именно этого я и хотела, а не мягкую ""колбаску""! Спасибо, Яна! На ближайшее будущее запланировала!"	Элина, удачного вам эксперимента и - главное - вкусного! Чтоб понравился тортик Всего доброго!
Яночка, случайно наткнулась на этот замечательный рецепт, который непременно отправляется в закладки и в самом ближайшем будущем, на самый первый праздник, будет обязательно испробован	Вера, я буду только рада, если этот простой рецепт вам пригодится, а уж тем более на празднике! И главное - если он вам понравится! Благодарю за внимание и за добрые слова! Очень приятно!
Яна, на этот раз попробовала я ваш десерт, выбор пал на эту горку. Прочитала и загорелась, очень рада хорошему выбору	Света, мне очень и очень приятно, что вы дегустируете мои рецепты и еще больше рада, что выбор себя оправдал
Вот такая красавица у меня получилась	Не то слово - красавица!!!!!
Этим блюдом можно восхищать при случае друзей. Огромный трюфель в отличном исполнении	"Ой, согласна - это как раз легкий и быстрый десерт для завершения дружеской трапезы, особенно если не хочется ""нагружаться"" тортом. А сравнение с трюфелем я бы назвала попаданием в ""яблочко""! Действительно, похоже на трюфель"
В этом рецепте важно использовать любимые вафли(с любимым вкусом!), и соблюдать время.	Я не очень жалую вафли с кислинкой Поэтому, думаю, что не стала бы их использовать, зато люблю сливочные или шоколадные Так что все верно, Светлана - вафли здесь нужные любимые и хорошего качества Что касается времени, то тортик вообще лучше делать накануне, а вот ваша идея с заморозкой мне понравилась очень! Беру на вооружение - вот так его заморозить, а перед подачей дать слегка оттаять... Уверена, это очень вкусно! Света, благодарю за идею!
"Сынуля не мог дождаться..., атака. Мальчики мои в восторге. Спрасила у мужа ""...заморозить пару кусочков ? "" А он ""... ты когда морозишь, я потом ничего больше не вижу, поставь в холодильник, тогда завтра у меня точно будет десерт"""	Я бы тоже, глядя на это шоколадное великолепие, не удержалась Так и хочется себя кусочком побаловать
А это вам кусочек, угощайтесь и огромнейшее спасибо за прекрасный рецепт . Это супер десерт	Светланочка, спасибо за шикарный кусочек - не откажусь однозначно! Я отлично помню вкус этого лакомства! Очень приятно, что вам понравилось, но ваше исполнение - это выше всяких похвал! Еще раз браво и спасибо!!!!
ЗаПеКаНоЧкА	Ябы щас навернула мисочку твою
ЗаПеКаНоЧкА	Мммммммммм!!! Я бы эту пасту и без блинчиков...
ИЗУМИТЕЛЬНО!!!!	Кофе какой надо, растворимый или натуральный? И можно ли взять другой ликер?
Идем на рынок или в супермаркет и покупаем все фрукты которые на Вас смотрят!	При ходим домой и отдыхаем
Спасибо за рецептик!	Очень-очень вкусно Готовила яблочно-сливовый самбук. Всем очень понравился.
Очень-очень вкусно Готовила яблочно-сливовый самбук. Всем очень понравился.	Я рада, что десерт всем понравился!
Десертик понравился еще на этапе помещения его в креманки, очень вкусная масса	. Очень жду, когда застынет
. Очень жду, когда застынет	Надеюсь, тогда десерт еще больше понравится!
Это наверняка необычайно вкусно	а я как раз думаю куда бы пристроить яблочки). Обязательно сделаю это чудо, никогда не пробовала самбук
а я как раз думаю куда бы пристроить яблочки). Обязательно сделаю это чудо, никогда не пробовала самбук	Непременно нужно попробовать, Оксана. Он и готовится просто. Буду рада, узнать отзыв!
Наконец-то и я попробовала это чудо Даже не представляла что самбук на стоооолько вкусен, мне он напоминает классный, качественный зефир (я его обожаю) только более нежный и воздушный	Ларисочка, спасибо огромное за удивительные рецепты теперь если я вижу что рецепт от Багиры-Манго, то уже заранее знаю что он не подведет
Ларисочка, спасибо огромное за удивительные рецепты теперь если я вижу что рецепт от Багиры-Манго, то уже заранее знаю что он не подведет	Спасибо большое за теплые слова. Мне очень приятно.
Ведь бывают же, согласитесь, находишь в интернете что-нибудь интересное, готовишь....и выбрасываешь)).	"Это моя доця ""приговаривает"" уже вторую креманочку самбука"
"Это моя доця ""приговаривает"" уже вторую креманочку самбука"	Я рада, что и доченьке самбук понравился. Отлично получился десерт! Именно такой, как ты пишешь: нежный и воздушный!
Ларисочка! Спасибо большое за рецепт!!! Это ооооочень вкусно!!! И почему я раньше его не готовила.... Такой нежный, воздушный, с легкой кислинкой...	Я влюбилась в него навсегда! Буду готовить часто, тем более яблочек в этом году очень много, уже весь погреб забит)))
Я влюбилась в него навсегда! Буду готовить часто, тем более яблочек в этом году очень много, уже весь погреб забит)))	Готовь, радуй своих близких. У меня в этом году такая же история с яблоками!
Сделала многослойным: сверху нежная шапочка самбука (только я сахар кладу 1\2 - я не из сладкоежек)), дальше тоненький слой варенья с кислинкой и снизу творожок.	Я тоже не люблю слишком сладкие десерты, но самбук мне не кажется слишком сладким. Правда, у Вас еще и варенье добавляет сладость. Десерт получился отличный!
Можно было йогурт.... в общем как всегда возможны вариации на тему.	Apd А на следующий день мне десерт даже больше понравился - вкус ...устоявшийся что ли получился, более равномерный и яблочная кислинка не так забита сахаром получилась.
Apd А на следующий день мне десерт даже больше понравился - вкус ...устоявшийся что ли получился, более равномерный и яблочная кислинка не так забита сахаром получилась.	Я рада, что десерт понравился!
Лариса!! Богиня моя! Я часто стала делать яблочный самбук!	В этот раз добавила чернослив кусочками
В этот раз добавила чернослив кусочками	Здорово! Это придает новый вкус яблочному самбуку. Вижу, вижу на фото кусочки чернослива! Самбук взбился отлично, ничто не помешало. Спасибо за подсказку. Чернослив люблю. Теперь тоже попробую с ним самбук сделать. Яблочки свои еще есть.
В этот раз добавила чернослив кусочками	Классная идея, воспользуюсь как-нибудь, самбуки Ларисы очень люблю
самбуки Ларисы очень люблю	Мне очень приятно это!
А у меня получилось сверху самбук, а внизу желе))))	очень вкусно, спасибо Вам за рецепт!!!
очень вкусно, спасибо Вам за рецепт!!!	На здоровье! Жаль, что немного не получился самбук. Может в следующий раз все получится!
Ням-ням!)) Я в восторге от этого рецепта!! Быстро, не сложно, необычно и очень вкусно!!	Полина, я рада, что десерт понравился!
Жду мужа с работы, он вообще фанат таких десертов!	Надеюсь, муж останется доволен!
Лариса, огромное спасибо за рецепт!	На доброе здоровье,Киношка.
Объедение! Такой нежный, воздушный! Такой зефирный! И так просто готовится	Я очень рада, что десерт понравился! Получился он просто великолепно! Видно, какой он пышный и воздушный!!!
Лариса! Вот собираюсь приготовить яблочный самбук, ждите отчет)	скажите, пожалуйста, а с вишней или клубникой его можно приготовить?
скажите, пожалуйста, а с вишней или клубникой его можно приготовить?	Честно говоря, я не пробовала, но в качестве эксперимента можно попробовать. Риск небольшой: горсть ягод и 1 белок.
Давно такой рецептик искала	Светланка,здорово,что нашла,ведь здесь такое разнообразие,можно и потерять
как аппетитно!!спасибо за рецепт	На здоровье,дорогая!
Ой как вкусненько )) как до нас дойдет хотя бы весна обязательно приготовлю	Сонечка,этот десерт действительно для лета более подходящий!!!
Хочу такой! В закладки	Спасибо!!!! Желаю удачи и вкусного десерта!!!
Только вот пудинг у нас кажется не продают А так захотелось эту вкуснятину отведать!	Посмотри хорошо в магазинах или спроси,не может быть,чтоб не было
Надеюсь получится. Спасибо за рецепт	Света,конечно получится,надеюсь и понравится!!!
очень красиво и вкусно спасибо	Пожалуйста!!!
Беру на заметку! Мерси	Пожалуйста и на здоровье!!!
Вкуснятина я первая на десертик.	угощайся!!! рада что понравился мой десертик
Катюша	Десертик-супер!!
Ой, как красиво, Катюш !!! Так красочно !!!	Очень здорово !!!
Катя, хороший десертик! Так и хочется руку протянуть за твоей вазочкой!	Светлана,спасибо!! рада что приглянулся мой десертик
а интересно, можно ли так сделать с крыжовником?... он потолще	думаю с крыжовником будет не то лучше попробовать с вишней! ее можно вмочить в коньяке по желанию
50 г. молотых орехов факультативно ???	Морж Жамантович
А сколько они примерно должны остывать ?	Пока не остынут!
Скажи Адельчик,где ты всегда чудо рецепты отыскиваешь?	adelja
Menja nemnogo smychajyt mjysli ,odin ra3 pol dnja potratila na ogromnij tort,obma3ala boka müsli-i poly4ilos strannovato syxo.Po moemy müsli dol*ni xorocho propitatsja	"Tatsiana, Наоборот,мюсли лучше насыпать перед тем как подавать десерт,они не должны пропитаться,иначе будет не вкусно,когда они размокшие!Можешь взять любые на твой вкус,я беру шоколадные ""Vitalis"" von Dr.Ötker"
A eche ja podymala sverxy mo*no Mandeln geröstet posipat,ja ix obo*ajy vmeste s vichnej i pydingom.	Это отличная идея,особенно для тех,кто мюсли не очень любит!!!
Очень вкусный мусс. Как раз искала что-то ребенку легкое приготовить. Спасибо за рецепт.	Пожалуйста!
Здравствуйте! Я на форуме новичок. Приготовила апельсины. Вкус очень даже неплохой, но они у меня получились мягкие, не как цукаты. Делала всё как в рецепте. Может им надо было подсохнуть денька два?	Лена,я не зная по какому ты делала рецепту-с водой,как у Елены Чекаловой,или без воды,как делала я?
Оригинальный рецепт! Спасибо большое)))) В закладки!	Готовьте и наслаждайтесь!!!! Спасибо!!!!
Очень интересная идея	Удобно, если жарко, и духовку включать не хочется.
Удобно, если жарко, и духовку включать не хочется.	Точно
никогда не пробовала,а надо бы!Спасибо за рецепт!!	no ety vkysnyatiny zdelayu
no ety vkysnyatiny zdelayu	попробуйте..очень вкусно
Вкусненький и ровненький тортик..	Мариш,о4ень вкусный,спасибо за рецепт,но какой нежный!!!!!,если форма не разьемная ,то о4ень тяжело достать и не развалить я уже думала,может сливки не добавлять ,будет покреп4е???
"250 мл кофе ""экспрессо"""	4 яйца
А перепелиные яйца я не очень люблю...	Танюша, они в десерте не чувствуются.
я тоже попробую без сливок сделать - менее жирно будет.	да, получилось не так жирно,но все равно обалденно вкусно!
"Тань, давай на ""ты"", ладно?!"	"Конечно, я только ""ЗА!"""
Ну, кабачек, ни кабачек, а из тыквы получился тазик цукат (тыквы было 1.5 кг)	Прикольно! Подозреваю, что из тыквы они еще вкуснее. Что-то ни разу не пробовала из тыквы, она у нас и так на ура уходит, это вот кабачки под ногами всегда валяются. Спасибо за идею, обязательно попробую на выходных!
Подозреваю, что из тыквы они еще вкуснее.	Сравнить пока не с чем. Вот пристрою еще и кабачок, вот тогда и сравню.Но мне кажется, что час варить слишком долго. Мне сушить цукаты пришлось вместо 4 часов все 8. И это при том, что я резала не очень крупно. Где-то 1х1 см. Но может потому что это тыква. Для кабачков возможно и нормально будет. А как крупно ты резала?
оочень вкусный,лёгкий в исполнение,без выпечки торт	Действительно он выглядит именно таким!!! Очень люблю зефир (только не шоколадный ). Фея, у меня вопрос: сколько стоит в холоде? За сколько до подачи желательно его приготовить? Хочу приготовить на Новый год!
А сливки просто взбить? Без сахара? В принципе, сам зефир сладкий...	Татьяна,сливки взбивать без сахара.
Черника мороженная потечет? Или с мандаринами сделать?	Олечка,даже не знаю,так как я не делала с черникой,а может и пойдет,ведь я делала с мороженой клюквой и вишней.
приготовлю к новогоднему столу этот десерт!	Алиночка!Буду очень рада,если этот тортик всем понравится и украсит праздничный стол
Фая! Сверху мне понятно всё, а сбоку у тебя, что это за звёздочки приложены	Татьяна!Я даже не знаю,как называется этот фрукт,но он вкусный- сочный,кисло-сладкий,и для украшения хорош, Я уже сфоткала и скоро (если у меня быстро получится) покажу тебе.
если можно я отвечу для Татьяна	Конечно,можно-нужно очень.Большое тебе спасибо за информацию,я даже не знала как он называется.Теперь буду узнавать как его употреблять и что из него можно делать.А на вкус мне понравился.
я както не додумывалась досих пор им тортики украшать, а вот напитки всегда, то есть на бокалы или стаканы вместо лимона ...	Светочка!Чем хорош этот сайт,что мы учимся друг у друга.И девочки здесь очень хорошие,отзывчивые.
Все делаю свои	Людочка да-да!!!! Я видела твой рецепт по лимонным цукатам! Ты не в обиде?
Ты не в обиде? конечно же нет, я там писала, что не делала, а так для ознакомления	Людо4ка
конечно же нет	Людочка
"самое ""мандариновое"" время, поедаются они быстро, шкурок остаётся целая гора"	Лиа, точно! Только при возможности добавь кожуру апельсина к мандариновой - вкус разный!
Так красиво и апетитно выглядят!	Тиночка, так и есть на самом деле! Спасибо!!!
Я их обязательно сделаю!	Наташенька, сделай!!!
Инн,ещё вопрос если выложить в стнрильные банки,то в холодильнике хранить да, и как ты прослаиваешь ими торт? (целенькими или через чё?)	Наташенька, это я имелла ввиду, если хранить, как варенье хранят на долгое время
а шкурки нужны только свежие?	Для этого рецепта свежие, давай второй напишу - в нём можно два дня подрять копить шкурки в воде, а дальше вымачивать 3 дня, варить быстрее, чем у меня. Щас допишу! Может кому-то второй способ покажется проще.
грейпфрут подойдёт? а то у меня только они дома есть, из цитрусовых...	Ралиночка, подойдёт! Для грейпа и лимона варка немного дольше - кипяти каждый раз минут по 15, или сделай 5 варок по 10 минут или посмотри второй способ(я дописала) т.к. у них кожура самая горькая.
Цукаты - необыкновенные!!!	Оксаночка, спасибо большое за тёплые слова и внимание!!!!!
пополняю ряды собирателей шкурок!	Оленька, свари, получится вкуснятина!!!
. . .у меня слюнки рекой текут . . . . . . я знаю какая это вкуснота	Ирочка, угощайся!!!
мне показалось ооочень хлопотно	а я даже вчера не заметила - как-то между делом они были готовы!
Смею предположить, что нашему форуму никакой кризис не грозит, если мы уже даже кожуру в дело пускаем!!!	А теперь мы их - в дело, в дело все!!!
А теперь мы их - в дело, в дело все!!!	Наташенька, без фанатизма!
Большое тебе спасибо!!	И тебе спасибо, что заглянула в гости!!!!!!
Во-первых, хочу поздравить тебя с новым приобретением - такой приятный цвет у формочки, очень красивая!	спасибо, Оленька я сама безумно рада, что нашла то, что искала а когда увидела цену, так вообще упала - дешево
К сожалению, сезон ягод уже подошёл к концу, но в следующий раз я непременно попробую приготовить крамбль, по твоему совету, с чёрной смородиной, уже представляю себе этот потрясающий вкус!	я делаю всегда с замороженными ягодами, промываю и просто присыпаю их немного крахмалом так что если у тебя имеется заморозка - ждать сезона не обязательно
Спасибо большое еще раз, Даш, за аппетитное фото и твоё внимание!!! Мне правда очень-очень приятно, что этот этот рецепт пришёлся тебе по душе!!!	еще как пришелся по душе тебе спасибо!
а когда увидела цену, так вообще упала - дешево	Вот-вот, согласна, цена у них вполне приемлемая, а это просто не может не радовать!
я делаю всегда с замороженными ягодами, промываю и просто присыпаю их немного крахмалом так что если у тебя имеется заморозка - ждать сезона не обязательно	Спасибо большое, Даш, за эту ценную идею, я как-то сразу и не подумала, что можно с замороженными ягодками делать.. В морозилке лежат какие-то - надо воспользоваться моментом и попробовать!
еще как пришелся по душе	Я безумно рада, что угодила тебе с рецептом! Пользуйся на здоровье!!!
Давай сразу на ты	Юлия, с большим удовольствием!
Думаю, туда можно будет добавлять и ягодки, и как ты предложила бананы	Да-да, можно экспериментировать абсолютно с любыми фруктами и ягодами, я также пробовала его с персиком - это ооочень вкусно!
У меня нет спец формочки, а кстати, какая она должна быть?	Насчёт формочек. У меня они обычные керамические, стоят относительно недорого - я ими очень-очень довольна и постоянно пользуюсь!
Оленька, спасибо большое за теплый прием и за фото формочек!!!	Юлия, не за что!!! Всегда рада помочь!!!
