fist_phrase	reply
Татьяна утащила в закладки вы,как всегда великолепны восхищаюсь вами!!!!!	Леночка, очень благодарю... и на доброе здоровье...
Танечка представляю как вкусно	Да, это вкусно всегда , спасибо , что заглянула, Нина...
очень красиво оформлен рецепт	Благодарю ...
Таня, отличный рецепт!	Лена, очень тебя благодарю за внимание к рецепту ...
Очень интересный вариант	Наташа, благодарю, что не прошла мимо... и смогла оценить рецепт...
Какой интересный рецепт	Мариночка, спасибо за внимаие блюдо не очень сложное в приготовлении можно рискнуть тебе
Татьяна,я к вам с большущей благодаростью готовила для гостей , очень и очень понравилось рецепт в основные закладки	Наталья, очень приятно
Танечка!Ах,какая вкуснота! Красивое,ароматное блюдо! Спасибо за рецепт!	Благодарю, Вика, что заглянула... с праздником тебя
Танечка,какой чудесный пирог! Под сырной шубкой!	Огромное праздничное спасибо!!!
Танюша,какой чудесный пирог фотки супер	Наташа, благодаю
а скажи пожалуйста шпинат у тебя свежий или нет?Просто у меня замороженный тоже наверное подойдет?	Я брала замороженный, некогда было искать свежий, да и никогда не видела его у нас..., а мне надо было на праздничный стол сделать это блюдо... в следующий я положу шпината побольше и лука-порея также... я люблю их, а зелёного горошка меньше для меня надо... а в целом всё вкусно и красиво было ...
Вот это пирог !!!!!!!!!	Составляющие просто великолепны
Большое спасибо за рецепт! Фото аппетитнейшие	На доброе здоровье и буду рада, если рецепт пригодится
Я брала замороженный, некогда было искать свежий, да и никогда не видела его у нас..., а мне надо было на праздничный стол сделать это блюдо... в следующий я положу шпината побольше и лука порея также...я люблю их, а зелёного горошка меньше для меня надо... а в целом всё вкусно и красиво было ...	[url=http://fotki.yandex.ru/users/krapiva46/view/643634/][/url] вот и у менязамороженный и гороха для меня много.Спасибо
Татьяна утащила в закладки вы,как всегда великолепны восхищаюсь вами!!!!!	Леночка, очень благодарю... и на доброе здоровье...
Танечка представляю как вкусно	Да, это вкусно всегда , спасибо , что заглянула, Нина...
очень красиво оформлен рецепт	Благодарю ...
Таня, отличный рецепт!	Лена, очень тебя благодарю за внимание к рецепту ...
Очень интересный вариант	Наташа, благодарю, что не прошла мимо... и смогла оценить рецепт...
Какой интересный рецепт	Мариночка, спасибо за внимаие блюдо не очень сложное в приготовлении можно рискнуть тебе
Татьяна,я к вам с большущей благодаростью готовила для гостей , очень и очень понравилось рецепт в основные закладки	Наталья, очень приятно
Замечательное блюдо!	Как соберу все составляющие - сразу приготовлю!
ищу необычный и простой рецепт с рыбкой на выходные	Ирина, попробуй, блюдо вкусное и красивое...делать просто...
просто обожаю рыбу и морепродукты!	Очень интересный рецепт!
Очень интересный рецепт!	Спасибо
Обязательно надо будет приготовить!	Если соберёшься, то пожелаю удачи...
Татьяна, какая вкуснотень))) Забрала в закладки, обязательно приготовлю))) Спасибо большое!	Наташа, спасибо за внимание, готовьте на здоровье... удачи...
спасибо за рецепт!	На здоровье
Калорийность всего блюда зависит от вида гарнира и от его количества	Валенька, спасибо за новый рецепт! Очень здорово, что порей используется весь без остатка и, явно, на улучшение здоровья!
я так еще рыбу не запекала, нужно попробовать	Катюш, попробуй, нам очень понравилась рыба, я даже не ожидала, что будет НАСТОЛЬКО вкусно
А если всё это в фольгу и в золу костра, на природе?	Вот на даче и можно будет попробовать
спасибо за рецептик	Танюша, на здоровье
и как ты хорошо применила листья!!! Всегда так жалко было выбрасывать их!!!	Конечно, жалко, и по весу они приличную часть занимают, получается, что просто деньги в помойку выбрасываются, да и витамины лишними не бывают. Спасибо, что заглянула
рецептик классный!!!	Оленька, спасибо, что зашла на страничку и за оценку рецепта
теперь хоть буду знать, что и зелёной части вкусное применение найти можно	Элина, я тоже обычно выбрасывала зеленые листья, а оказывается - это вкусная вещь
Спасибо большое за рецепт!!!!	Инночка, на здоровье
спасибо за вкусняшку Обязательно попробую сделать	Попробуй, Валюш, думаю, понравится! Спасибо, что нашла время заглянуть ко мне на страничку
рецепт такой необычный! Вкусный!	Танюша, спасибо за отзыв
Сегодня приготовила талисмана в листьях лука-порея в духовке, это таааак вкусно и так красиво!!!	Алена, мне так приятно, что мои рецепты кому-то оказываются нужными Спасибо за добрые слова
блюдо обязательно приготовлю	Марина, надеюсь, что понравится. У рыбы от порея появляется тонкий луковый привкус. Нам очень понравилось
У рыбы от порея появляется тонкий луковый привкус.	Ну тогда супер-пупер !!! Валечка ,приготовлю,прийду с отчетом !
приготовлю,прийду с отчетом !	Буду ждать
с чем можно сравнить это по вкусу?	Даже и не знаю, как ответить Если лук не нравится, то, пожалуй, и лук-порей не пойдет. У него есть вкус лука репчатого (зеленых листьев). А сравнить - не знаю .
спасибо за рецепт!	На здоровье
Калорийность всего блюда зависит от вида гарнира и от его количества	Валенька, спасибо за новый рецепт! Очень здорово, что порей используется весь без остатка и, явно, на улучшение здоровья!
я так еще рыбу не запекала, нужно попробовать	Катюш, попробуй, нам очень понравилась рыба, я даже не ожидала, что будет НАСТОЛЬКО вкусно
А если всё это в фольгу и в золу костра, на природе?	Вот на даче и можно будет попробовать
спасибо за рецептик	Танюша, на здоровье
и как ты хорошо применила листья!!! Всегда так жалко было выбрасывать их!!!	Конечно, жалко, и по весу они приличную часть занимают, получается, что просто деньги в помойку выбрасываются, да и витамины лишними не бывают. Спасибо, что заглянула
рецептик классный!!!	Оленька, спасибо, что зашла на страничку и за оценку рецепта
теперь хоть буду знать, что и зелёной части вкусное применение найти можно	Элина, я тоже обычно выбрасывала зеленые листья, а оказывается - это вкусная вещь
Спасибо большое за рецепт!!!!	Инночка, на здоровье
спасибо за вкусняшку Обязательно попробую сделать	Попробуй, Валюш, думаю, понравится! Спасибо, что нашла время заглянуть ко мне на страничку
рецепт такой необычный! Вкусный!	Танюша, спасибо за отзыв
Сегодня приготовила талисмана в листьях лука-порея в духовке, это таааак вкусно и так красиво!!!	Алена, мне так приятно, что мои рецепты кому-то оказываются нужными Спасибо за добрые слова
блюдо обязательно приготовлю	Марина, надеюсь, что понравится. У рыбы от порея появляется тонкий луковый привкус. Нам очень понравилось
У рыбы от порея появляется тонкий луковый привкус.	Ну тогда супер-пупер !!! Валечка ,приготовлю,прийду с отчетом !
приготовлю,прийду с отчетом !	Буду ждать
с чем можно сравнить это по вкусу?	Даже и не знаю, как ответить Если лук не нравится, то, пожалуй, и лук-порей не пойдет. У него есть вкус лука репчатого (зеленых листьев). А сравнить - не знаю .
может решусь сделать для разнообразия...	Удачи
Нам ооочень понравилось !!! Мой муж удивился какие листья порея вкусные , сказал ,что не ожидал даже.....Спасибо за рецепт , буду рекомендовать подружкам !	Мариночка, очень рада, что понравилось . Порей ведь очень полезен, а используется не так часто, как репчатый. А что листья получаются вкусные, для меня тоже было открытием Спасибо за отзыв
Попробую ее приготовить и так,спасибо	На здоровье
Рыбка получилась необыкновенная!!!	А красиво-то как Жанночка, спасибо за фотографию, очень украшает страничку
Самое простое и доступное.	Ещё и время экономит. Оленька, надеюсь рыбка понравится.
Я очень рада, что нашла этот рецепт!	Жанчик
попробовала и удивилась, что очень вкусно	Наталочка, и тебе спасибо большущее за отзыв и аппетитные котлетки!
Забираю в закладки и обязательно сделаю!!	Попробуй, Светочка, уверена, что понравятся!
можно котлетки делать из консервы, вот попробовала и удивилась	никогда не пробовала
интересный рецепт!	вкусные котлетки должны быть
вкусные котлетки должны быть	Обещаю, даже очень вкусные! Наташа, спасибо за внимание к рецепту
Надо попробовать	никогда не пробовала
никогда не пробовала	Наташ, ну что же ты полтора года вокруг да около, решайся уже, пробуй
2ст.луксуса 9%.	2 ст. лож. уксуса? Уточните пожалуйста. Рыбку мы любим, будем делать.
СПЕЦИИ;все на глаз.гвоздику.перец черный не молотый.корица.лавровый лист .лук кольцами.мускатный орех (обязательно).	Интересное сочетание специй, такого я еще не пробовала
Интересный рецепт... Рыба насквозь промариновывается??	Очень хорошо промариновывается. Специи класть все.
вместо уксуса добавляют сок лимона, а перед подачей-помидоры и болгарский перец! Очень вкусно! Ни одно застолье без этого не обходится!	шкипер
Здравствуйте дорогие хочу предложить вашему вниманию вкусный рецепт маринованной рыбки .посмотрела вроде такого нет на форуме если есть удалите мой не обижусь .Я на форуме давно но впервые делюсь с вами рецептом .рецепт дала мне одна женщина с узбекистана. НА 1кг.рыбы. берем карп.мне понравилось хек. и сазан	Очень интересный рецепт рыбки, а скажите пожалуйста как она на вкус то значит по вкусу как селёдка или другое што то?
Очень интересный рецепт рыбки, а скажите пожалуйста как она на вкус то значит по вкусу как селёдка или другое што то? вкус оболденый ешь и хочется еще...	24анита
вкус оболденый ешь и хочется еще... Как раз сегодня собираюсь её приготовить	lena3
2ст.луксуса 9%.	2 ст. лож. уксуса? Уточните пожалуйста. Рыбку мы любим, будем делать.
СПЕЦИИ;все на глаз.гвоздику.перец черный не молотый.корица.лавровый лист .лук кольцами.мускатный орех (обязательно).	Интересное сочетание специй, такого я еще не пробовала
Интересный рецепт... Рыба насквозь промариновывается??	Очень хорошо промариновывается. Специи класть все.
вместо уксуса добавляют сок лимона, а перед подачей-помидоры и болгарский перец! Очень вкусно! Ни одно застолье без этого не обходится!	шкипер
Здравствуйте дорогие хочу предложить вашему вниманию вкусный рецепт маринованной рыбки .посмотрела вроде такого нет на форуме если есть удалите мой не обижусь .Я на форуме давно но впервые делюсь с вами рецептом .рецепт дала мне одна женщина с узбекистана. НА 1кг.рыбы. берем карп.мне понравилось хек. и сазан	Очень интересный рецепт рыбки, а скажите пожалуйста как она на вкус то значит по вкусу как селёдка или другое што то?
Очень интересный рецепт рыбки, а скажите пожалуйста как она на вкус то значит по вкусу как селёдка или другое што то? вкус оболденый ешь и хочется еще...	24анита
вкус оболденый ешь и хочется еще... Как раз сегодня собираюсь её приготовить	lena3
Анютка! Спасибо за рецепт! Очень вкусно получилось! Готовила из свежей кефали! на здоровье	24анита
0.3ст.масла.	Анюта, это 1/3 стакана?
Анюта, это 1/3 стакана? думаю да	24анита
попробовала сделать рыбку!!! получилось очень вкусно!!! сейчас собираюсь мариновать второй раз, если успею, пока домочадцы не расхватают кто к картошечке, кто к пиву, то сделаю фото	спасибо за такой простой и очень вкусный рецепт!
Здравствуйте дорогие хочу предложить вашему вниманию вкусный рецепт маринованной рыбки .посмотрела вроде такого нет на форуме если есть удалите мой не обижусь .Я на форуме давно но впервые делюсь с вами рецептом .рецепт дала мне одна женщина с узбекистана. НА 1кг.рыбы. берем карп.мне понравилось хек. и сазан	мой муж наловил рыбки. форели. вот какой лучше брать: наловленной сырой или магазинной свежей обработанной или филе? спасибо.
Анюта!!!Вчера попробовали рыбку по твоему рецепту, вернее не попробовали,а съели всю.Вкус обалденный:малосоленая,нежная,ароматная. Свежей рыбы не было и я купила с/м сельдь.Спасибо огромное за рецепт!!! на здоровье!	24анита
	Lyubov-Amanda
Вот и отчет:	Очень вкусное блюдо, правда белого вина не оказалось, делала с красным. Кальмары не обваливала с сухарях и острый перчик не добавляла, заменила другими специями. Вкуснятина! Массимилиано передавайте огромное спасибо
Ух ты	Ага Спасибо
... Я решила импровизировать и вот что из этого вышло	Алена, классная импровизация у тебя вышла!!!!!!! Спасибо!!!! С удовольствием забираю в закладки!!!
С удовольствием забираю в закладки!!!	Ирочка, кушайте на здоровье!
А интересный рецепт, надо попробовать	попробуйте очень вкусно, даже на скажешь что это горбуша,похоже на более благородную рыбу
А сколько такая рыбка хранится?	да в принципе в холодильнике 3-4 дня легко, у нас больше 1 дня не лежит, схомячивается
Вкуса спиртного не остается, но это очень качественное обеззараживание. Попробуйте.	Спасибо,надо будет пропробовать...хотя по поводу опасности это врядли..готовим так уже много лет и все нормально.
Классно! Тоже хочу попробовать такое приготовить. Тереза, а если салаки в магазине нет, как считаешь, какой другой рыбой ее можно заменить? Селедка?	Игорь,я думаю,можно любой морской рыбкой заменить..(хек и подобием...)Селедкой не советую,будет не очень... .Но я делаю только с салаки В магазине у нас ее тоже нет,а на рынке это не дефицит,загляните на рынок,Игорь
Терезочка!!! Очень интересный рецепт, хочу приготовить. Если можно, поподробней про маринад. И ещё - нужно ли пассеровать лук. Заранее спасибо.	Оленька,рыбку перекладываем сырым, репчатам луком, порезанным колечками
хочу такую рыбоньку!!!!!!!!!!!!!!!!!!	Тереза
Терезочка! Каждую неделю поминаю тебя добрым словом за простой, бюджетный и такой вкусный рецепт!!! Спасибо тебе, дорогая. Спасибо,Оленька! Я очень рада,что этот рецептик,напрасно забытый всеми,тебе пришелся ко двору !В моей семье от него просто стонут!	Тереза
Терезочка! Рецептик твой не забыт! Он пошел в народ. Кто попробовал, обязательно делают и благодарят! И это здорово! И я этому очень рада!	Тереза
kak mozno pisat recept tak cto v nem ne ponjatno skolko cego klast? menja eto besit ja zosla v druguju ssilku i sdelala po receptu gde bilo napisano skolko uksusa i skolki % a vi ner kulinar vi ne umeete pisatj dlja novickov i ne lezte bolse bez podrobnostej v kulinariju, eto vi mozete doma tak na glaz gotovitj no ne zdes!!!!!!!!!!!!! privet iz Latvii!!!!!! Анна,мне этот рецепт рассказали точно так же, как я рассказала его Вам и я всю жизнь, делая его, благодарю человека который поделился им со мной . Он настолько прост,что не нуждается ни в каких сложных пропорциях .Желаю Вам в Новом году любви и добра!	Тереза
Здорово, спасибо за рецептик	да, действительно спасибо))))))
Оля, поделитесь рецептом картошки.	Оля,и я хочу рецептик твоей картошечки,плииииз. заранее спасибо
dimonchik	Рецепт наверное для тех, кто все делает на глаз. Ни пропорций точных, ни температурного режима. Может у вас очень вкусно получается, но повторить не отважусь. Извините.
Дима у меня такой вопрос, а эти 2-е суток держите селедку при комнатной температуре или в холодильнике? и маринад вы разводите пробуя на соль по своему вкусу?	Привет! Я держу в тепле часа 3-4, а потом в холодильник. (хранится она до 1,5-2-х недель, больше не получилось ниразу продержать))))
dimonchik	Рецепт наверное для тех, кто все делает на глаз. Ни пропорций точных, ни температурного режима. Может у вас очень вкусно получается, но повторить не отважусь. Извините.
те из вас, кому довелось гулять по Стамбульским набережным, непременно обратили внимание на маленькие прибрежные кафешки, где можно полакомиться свежими блюдами из морепродуктов. Однажды мы в таком кафе попробовали долму из мидий и с тех пор её вкус так и не выветрился из памяти!	мы ели их просто на улице из лотка торговца
Орыся	Кропотливая работа, но вкус, думаю, того стОит!
Ну ооооочень аппетитно!!!!!!!	точно, Марина!
Вот только кефир немного смущает,никогда с ним не запекала,как он в этом случае себя проявляет?	Наталья, рыба получилась мягкая, нежирная, чего мы и хотели добиться ведь стараемся запекать или тушить будь то мясо или рыбу! Продавец, у которой мы купили рыбу поделилась рецептом запекания палтуса в майонезе с чесноком. Но нам такой вариант не подходит, вот и решили заменить на кефир!
И по системе можно!	Что бы это значило?
Екатерина, а как Вы яблоки замораживаете?	Анастасия, в рецепте используется свежее яблоко, в тексте исправила.
Что бы это значило?	"Это блюда можно есть на обед по системе Е.Миримановой ""Минус 60"""
для тех, кто рыбу обожает и не мыслит без нее ни одного праздника	Это для нас !!!
положительно настроенный повар - 1 шт.	Наташенька, ты не только положительно настроенный повар, но и талантливый! А главное умеешь и других положительно заряжать!
Очень приятно читать твой рецепт как-то на одном дыхании получилось	Спасибо за отзыв
как-то на одном дыхании получилось	Еще бы!!!!!! После двойного мартини...
"Мне кажется, мартини ""ВО ВНУТРЬ"" не помешает не только повару, но и самой рыбке!!!!"	Ева, рецепты так и создаются путем экспериментов, проб и ошибок
для тех, кто рыбу обожает и не мыслит без нее ни одного праздника	Это для нас !!!
положительно настроенный повар - 1 шт.	Наташенька, ты не только положительно настроенный повар, но и талантливый! А главное умеешь и других положительно заряжать!
Очень приятно читать твой рецепт как-то на одном дыхании получилось	Спасибо за отзыв
как-то на одном дыхании получилось	Еще бы!!!!!! После двойного мартини...
"Мне кажется, мартини ""ВО ВНУТРЬ"" не помешает не только повару, но и самой рыбке!!!!"	Ева, рецепты так и создаются путем экспериментов, проб и ошибок
Спасибо,за замечательный способ приготовления рыбки!	Всегда пожалуйста
спасибо тебе огромное за рецепт вкуснейших шашлычков	Оксаночка, на здоровье
Буду теперь периодически нас баловать, это точно	урррааа здорово!
наконец-то я собралась, выудила из закладочек и приготовила твои нежнейшие шашлычки	Ну так здорово же
Бесподобно!	Восхитительно!
Делала всё точно по рецепту, включая мартини	Это ты молодец!!!
Подавала с твоим же мятным соусом	Ой надо и мне с ним попробовать
Семейство было довольно на все сто. СПАСИБО	Да не за что. Наслаждайтесь
вопрос... мартини с соком в самом рецепте не участвует?!	Разве что для хорошего настроения...
вопрос... мартини с соком в самом рецепте не участвует?!	Разве что для хорошего настроения...
Разве что для хорошего настроения...	Что верно, то верно
Камелия	Наташенька, классное предисловие, шикарный рецепт!!! Спасибо!!!
Спасибо за рецепт!	Антонина, на здоровье
Что делаем???	перемешиваем руками
Где бы еще свежей рыбки купить?	Оль, а что, на рынке нетю? Волга ж под боком!
утащила в закладочки	Интересный рецепт! Светик
Интересный рецепт! Светик	Светочка, обязательно приготовлю, очень треску люблю
Светочка, обязательно приготовлю, очень треску люблю	Светик, классный рецепт!
Светик, классный рецепт!	Ларочка, Юлечка, Леночка, Светик - спасибо мои хорошие
оригинальный рецепт! утащила	спасибо Гулечка
Спасибо за интересный рецептик!	Спасибо!
Сунели	Вопросики есть. Такое количество рассола на сколько штук рыбок? Или сколько рыбы в граммах? Или все равно?
Интересно... На покупную похоже? Какую роль играет луковая шелуха? Для цвета? Спасибо за рецепт, обязательно надо попробовать. Обожаю рыбу во всех видах!	Сейчас всё больше говорят и пишут о том, что на нашем рынке продают скумбрию не копчёную, а солёную по определённому рецепту, обманывают. Я не гиппер-гурман, поэтому свою рыбу от покупной не отличила. У кого проблемы с финансами - идеальный вариант. Луковая шелуха, подозреваю, для цвета.
делаю всегда по нему. и сейчас вот к Пасхе поставлю мариновать	"Я тоже уже поставила, в холодильнике ""коптиться"" , чуть другой рецептик, но на этот очень похож. Я завтра когда буду рыбу разделывать, сделаю финальные фото и выставлю в отдельную темку рецепт. Надеюсь не обидишься, здесь несколько похожих рецептов. Но тем и хорош этот сайт, обмен опытом и тонкостями, у каждой хозяюшки могут быть свои нюансы ."
Надеюсь не обидишься, здесь несколько похожих рецептов. Но тем и хорош этот сайт, обмен опытом и тонкостями, у каждой хозяюшки могут быть свои нюансы	"))Ну, какие обиды? мне нужно было лучше смотреть. когда я СВОЙ выставляла)) подобные уже были, а я залезла со ""своим уставом""))"
Угодное количество тушек скумбрии свежемороженой выпотрошить и уложить в посуду целой (я приспособилась срезать верхушечки пластиковых бутылок и использовать полученный высокий стаканчик). Залить рассолом.	Рассол: Смешать 1 л. воды, 3 ст. л. соли, 1 ст. л. сахара, 1 горсть большую луковой шелухи. Вскипятить. Остудить (!!!), добавить 50 гр. дымка и залить рыбку. Выдеражать в холодильнике 2 суток, иногда шевеля рыбку за хвостики (больше не желательно, может стать пересолёной). Дальше по назначению.
скажите,а рассол после каждой засолки выливать и делать новый?	Позвольте я отвечу, Ирина может не обидится . Новый, новый и только новый!!!!!! В нём же рыбка уже была. Если он Вам и понадобится, то только после съедания приготовленной порции. А это может не скоро. Если побольше рыбки нужно, то сразу поставьте несколько штучек. Добра продуктов уж не так уж и много, дорожить этим маринадом не нужно.
Добра продуктов уж не так уж и много, дорожить этим маринадом не нужно.	вСЕ ТАК,ВОТ ТОЛЬКО ЛУКОВОЙ ШЕЛУХИ СТОЛЬКО ГДЕ ВЗЯТЬ
ЛУКОВОЙ ШЕЛУХИ СТОЛЬКО ГДЕ ВЗЯТЬ	А это да......... Тут стратегия . Лук, когда чистим, то акуратненько верхние чешуйки методично складываем в пакетики и со временем (для любителей этого рецепта, к коим я себя фанатично отношу) этой луковой чепухи скапливается немерено, на Пасху яички красить хватает. Но это со временем. А так удачи, приятного аппетита!!!!!!!!
Вам нужен наверно посрочней да	это точно,а то сделала,а что дальше не понятно
«Красное и белое». Именно такие котлетки с таким названием готовил.... Борис Моисеев!	Юль, шикарные зразики!!!! И я бы не отказалась от посылочки!!!!
Именно такие котлетки с таким названием готовил.... Борис Моисеев!	И я бы не отказалась от посылочки!!!!
И я бы не отказалась от посылочки!!!!	Иришик, и тебе экспресс-доставкой
рыбные зразы, фаршированные рыбой	Юлечка, классный рецепт!!! Как раз для меня, сын ест рыбу только в виде котлет, а я её просто обожаю, притом в любом виде... Забираю в закладки, спасибо!
Как раз для меня, сын ест рыбу только в виде котлет, а я её просто обожаю, притом в любом виде.	Забираю в закладки, спасибо!
Забираю в закладки, спасибо!	фигасе good good good !!!! Здорово как! И вкусно! Обязательно буду пробовать,
фигасе good good good !!!! Здорово как! И вкусно! Обязательно буду пробовать,	СПАСИБИЩЕВЫШЕКРЫШИ
СПАСИБИЩЕВЫШЕКРЫШИ	И мне очень понравились такие зразики!!! good2 good2 girl_claping good2 good2
И мне очень понравились такие зразики!!! good2 good2 girl_claping good2 good2	Супер!!!
Юлечка, вот это вкусняшка!!! nyam2 nyam2 nyam2	Обожаю рыбку!!!
"Ириш, а где готовил? Юль, рецептик был в журнале ""Телесемь"" Julia-72 писал(а): Думала , что мне это в голову пришло, а на самом деле я-плагиатщица Да НЕ! ты у нас Гений , просто Борюня оказался шустрее!"	Ириshа
Я просто маньяк рыбный.	Ем каждый день, а теперь ещё и новый рецепт. nyam2 Супер! good Спасибо огромное.
Ем каждый день, а теперь ещё и новый рецепт. nyam2 Супер! good Спасибо огромное.	Юля,ты молодец
Юля,ты молодец	"рецептик был в журнале ""Телесемь"""
"рецептик был в журнале ""Телесемь"""	Да НЕ! ты у нас Гений
Да НЕ! ты у нас Гений	просто Борюня оказался шустрее!
просто Борюня оказался шустрее!	ну, куда уж мне за ним угнаться!
Очень симпатичные зразы получились! good2 Спасибо за рецепт!	Оля, на здоровье!
шикарно!!! girl_in_love girl_in_love girl_in_love girl_in_love Забираю без разговоров!	СПАСИБО СТО ТЫСЯЧ РАЗ!
СПАСИБО СТО ТЫСЯЧ РАЗ!	Отличный рецепт!!!! Спасибо!!!
Отличный рецепт!!!! Спасибо!!!	отличные зразы! good2 nyam2 girl_claping Не встречала такого рецептика!
отличные зразы! good2 nyam2 girl_claping Не встречала такого рецептика!	Спасибочки!
фотки, обалденнно аппетитные! nyam2 буду готовить в ближайшее время! dance2 dance2 dance2	Юленька спасибо!!!! Rose Rose Rose
«Красное и белое». Именно такие котлетки с таким названием готовил.... Борис Моисеев!	Юль, шикарные зразики!!!! И я бы не отказалась от посылочки!!!!
Именно такие котлетки с таким названием готовил.... Борис Моисеев!	И я бы не отказалась от посылочки!!!!
И я бы не отказалась от посылочки!!!!	Иришик, и тебе экспресс-доставкой
рыбные зразы, фаршированные рыбой	Юлечка, классный рецепт!!! Как раз для меня, сын ест рыбу только в виде котлет, а я её просто обожаю, притом в любом виде... Забираю в закладки, спасибо!
Как раз для меня, сын ест рыбу только в виде котлет, а я её просто обожаю, притом в любом виде.	Забираю в закладки, спасибо!
Забираю в закладки, спасибо!	фигасе good good good !!!! Здорово как! И вкусно! Обязательно буду пробовать,
фигасе good good good !!!! Здорово как! И вкусно! Обязательно буду пробовать,	СПАСИБИЩЕВЫШЕКРЫШИ
СПАСИБИЩЕВЫШЕКРЫШИ	И мне очень понравились такие зразики!!! good2 good2 girl_claping good2 good2
И мне очень понравились такие зразики!!! good2 good2 girl_claping good2 good2	Супер!!!
Юлечка, вот это вкусняшка!!! nyam2 nyam2 nyam2	Обожаю рыбку!!!
"Ириш, а где готовил? Юль, рецептик был в журнале ""Телесемь"" Julia-72 писал(а): Думала , что мне это в голову пришло, а на самом деле я-плагиатщица Да НЕ! ты у нас Гений , просто Борюня оказался шустрее!"	Ириshа
Я просто маньяк рыбный.	Ем каждый день, а теперь ещё и новый рецепт. nyam2 Супер! good Спасибо огромное.
Ем каждый день, а теперь ещё и новый рецепт. nyam2 Супер! good Спасибо огромное.	Юля,ты молодец
Юля,ты молодец	"рецептик был в журнале ""Телесемь"""
"рецептик был в журнале ""Телесемь"""	Да НЕ! ты у нас Гений
Да НЕ! ты у нас Гений	просто Борюня оказался шустрее!
просто Борюня оказался шустрее!	ну, куда уж мне за ним угнаться!
Очень симпатичные зразы получились! good2 Спасибо за рецепт!	Оля, на здоровье!
шикарно!!! girl_in_love girl_in_love girl_in_love girl_in_love Забираю без разговоров!	СПАСИБО СТО ТЫСЯЧ РАЗ!
СПАСИБО СТО ТЫСЯЧ РАЗ!	Отличный рецепт!!!! Спасибо!!!
Отличный рецепт!!!! Спасибо!!!	отличные зразы! good2 nyam2 girl_claping Не встречала такого рецептика!
