fist_phrase	reply
а теперь благодаря тебе утричком будет каша без хлопот	Точно-точно! И себе любимой больше времени уделить можно!
будет диетическая каша	Несомненно таковой и будет! Галюш, я конечно с водичкой не едок - даже не пробовала ниразу, но многие любят! Так что попробуй, и правильно сказала :
благодаря фруктам которые целую ночь побудут в банке вместе с кашей она будет пропитана ими.	И ароматом и соком!!!!! Поделись потом впечатлениями!
Хочу заняться собой и скинуть лишние килограммчики	Кашка тебе в этом помошник! А еще я заметила, что на сахаре можно экономить смело! На такую банку кладу 3-4 ч.л. сахара без горки - а ведь это совсем не много - и получается сладко, опять же за счет того, что баночка ночь стоит закупоренная и пропитывается фруктозой фрутов! Так что - экспериментов тебе полезных!!
Спасибо за рецепт, я обычно делаю по семейному рецепту моей невестки, а в этом году попробую Ваш, только наша дальневосточная пшеница неподходит,в том году делала с полбой, в этом возьму овсянку	Светлана Рада очень, что заинтересовал рецепт С овсянкой вкусно - я готовила пару раз. Если честно, кашу из зёрен овса я впервые попробовала года три назад - и была очень удивлена, что это тааак вкусно))) ни в какое сравнение с овсяными хлопьями не идет
получилось вкусно	Светочка я так рада, что рецепт понравился
Спасибо!!! Хороший рецепт!	Спасибо большое за интерес с рецепту!
Купила пшена и всего остального для рецепта, варю и растираю. Ожидаю вкуснейшей кути (никогда до этого не ела и не готовила)	Пшено? Интересный рецепт. С пшеном никогда не готовила. Я использую пшеницу, булгур или овёс.
очень вкусное сочиво получилось	Катюша, я так рада, что всё получилось и сочиво понравилось Спасибо большое за отзыв Рецепт не совсем привычный для многих, но очень вкусный
Теперь на очереди ваш Шоколадный Наполеон	ко мне на ты думаю, что должен понравится он нереально вкусный особенно любители шоколада ценят
Chanel-vanil	Марина, перечитала рецепт. Завтра собираюсь делать.
Сделала опять.	[URL=http://vfl.ru/fotos/9b2738ca24843298.html][/URL]
А я в скором времени ещё выложу рецепт наиболее понравившегося нам салата из неё. Подождите немного	И салатик уже жду с нетерпением!
. Прожарить её, помешивая, минуту-две н	вот я только познакомилась с таким способом приготовления чечевицы, когда Танечкин суп-харчо готовила. Оказалось, что такое обжаривание совершенно преображает чечевицу и ее вкус очень меняется. Я серо-зеленую чечевицу разлюбила почему-то, но после прожаривания Поэтому твой рецепт мне как нельзя более кстати, вот только осталось саму чечевицу найти или заменить зелененькой. Можно?
Оказалась она очень приятна. очень сюда подходит. Спасибо большое за кашку! Как раз в моем вкусе! Попробую ее как-нибудь с обычной чечевицей, может будет не так красиво, но тоже должно быть вкусно. Давай-давай, делись еще какими-нибудь новшествами!	Olyunchik
Единственное, я, наверное, чечевицы мало положила (клала по 1/2 стак. и того и другого), поэтому ее не так хорошо видно, как у тебя на фото (я потому и не стала фоткать), но вкус чувствовался	А я делала так же, еще и сфоткала...
А в мультиварке готовить, так еще и просто!	оже сделаю. Варила кашу из булгура на молоке по рецепту с нашего сайта, очень вкусно было. А ,уж, про гречку даже говорить нечего.
оже сделаю. Варила кашу из булгура на молоке по рецепту с нашего сайта, очень вкусно было. А ,уж, про гречку даже говорить нечего.	Это уж точно не хуже пшеничной каша будет.
Ой, как мне приятно, что моя любимая кашка и вам с Сашей понравилась.	Где ты раньше была с этим рецептом?Вроде такой простой, но очень вкусно
Да, я по-моему все уши тут на форуме прожужжала. Вот только как рецепт не оформляла.[/list]	Ну я, как всегда, в своем репертуаре, проворонила рецепт
И моя бабушка из Щекино кормила меня гречневой кашей на молоке!	Да, мы почти землячки с тобой!
И моя бабушка из Щекино кормила меня гречневой кашей на молоке! А еще творогом залитым молоком, молочной лапшой. И кисель заливала... и в чай добовляла.	Я тоже творог люблю, с молоком
Я тоже творог люблю, с молоком	А кто ж его не любит?
Столько интересного узнаешь	Лизонька, не за что! Если помогла - очень рада!!! (я сейчас часто готовлю миндальное молочко - совсем без термообработки )
Долго думала, выставлять этот рецептик или нет, но вот решилась - Спасибо Эсмирочка -	галета
4 ч.л. ванилина	наверное, имели ввиду ванильный сахар.
А сколько порций получается из такого количества?	Получаются 4 порции, но для больших любителей манной каши можно и на 3 поделить.
С желтком никогда не пробывала варить, спасибо, попробую!	Очень надеюсь, что понравится. Буду ждать отзывов.
манная каша - вкус детства!!	Это точно!!!
Svetlana, добрый день!	Очень интересный рецепт, хочу попробовать приготовить, но не знаю как называется манка по немецки. Буду благодарна за помощь
	Svetlana_HH
Всё смешать и выложить на смазанный оливковым маслом пергамент	Влада, а оливковое масло нужно только для смазывания листика или в гранолу тоже перед запеканием класть?
Влада, а оливковое масло нужно только для смазывания листика или в гранолу тоже перед запеканием класть?	Ирина, 1 ст.л. кладём в саму гранолу и дополнительно смазываем пергамент. Думаю можно в гранолу и 0,5 ст.л. масла положить, в следующий раз, так и сделаю!
Спасибо! А еще вопросик, сколько примерно по времени запекать надо?	Ирина, у меня пеклись примерно минут 8-12.
Влада, какая прелесть! Беру в закладки, срочно Спасибо за прекрсный рецепт, такой доступный, и легко написано, у тебя все рецепты такие замечательные!	Леночка, милая моя!
Влада	Наташа, !!!
отличный рецептик, забираю в закладки	самую вкусную гранолу я ела в Нью Йорке: в составе только хлопья, сушеная клюква или вишня и фисташки
Очень люблю разные гранолы, обязательно попробую и эту, спасибо	А хлопья овсяные простые или лучше быстрого приготовления взять, чтобы не жесткие были потом?
Владочка, только что испекла твою гранолу Так просто и быстро! Всегда думала, что гранола - это сложно, но тут 10 мин - и готово Запах из духовки - ммм... Делала по рецепту, только без вишни, про запас - вдруг не будет времени на то, чтобы приготовить завтрак, а тут гранола под рукой Думаю, ее хранить можно долго, так ведь?	Когда попробую - отпишусь Спасибо тебе за такой обалденный рецепт!
Леночка, прости, что так поздно отвечаю!	Ничего страшного, Влада!
А с чем ты её кушала?	Я с йогуртом домашним Прям сверху выкладывала и ела Так что мне этой порции на 3 раза хватило Еще добавляла ягоды замороженные
Хранить гранолу можно примерно 3 недели.	Где-то за столько я ее и съела Однозначно сделаю еще!
Где-то за столько я ее и съела Однозначно сделаю еще!	"Леночка, у меня тоже получилось на 3 порции разделить. Я ела с творожком ""Presedent"" мягкий 0%. А второй раз ела с греческим йогуртом! Это вообще блаженство!"
Леночка, у меня тоже получилось на 3 порции разделить.	"Я ела с творожком ""Presedent"" мягкий 0%."
"Я ела с творожком ""Presedent"" мягкий 0%."	Знаю такой Вкусный...
А второй раз ела с греческим йогуртом! Это вообще блаженство!	Не сомневаюсь
Не сомневаюсь	"Ага! ""Presedent"" отдыхает... Я его вчера после школы купила, пришла домой и сразу открыла. А он воняет кислятиной, на вкус тоже отвратительный, хотя был очень свежий... Хорошо, что дома всегда лежит парочка баночек греческого йогурта, мне он ещё с ванилью нравится."
Вкусно как... Спасибо, Лена!	Кристина, КАКОЕ обалденное фото!!! Рада, что овсяночка так полюбилась, готовь на здоровье, а тебе большое-пребольшое спасибо за приятный отзыв и чудесный фотоотчет!
Леночка, приветик, делала вчера твою овсяночку- вкуснятина	Светик, как же мне приятно, что тебе нравится кашка! Тут она у тебя вообще кремовая, просто прелесть! Фото водохновляет попробовать
а сегодня на той же волне- с черникой и вишней, посыпала ягоды какао а сверху выложила кашу и размешала и с медом	Супер, представляю, как вкусно с черникой!
Светик, как же мне приятно, что тебе нравится кашка! Тут она у тебя вообще кремовая, просто прелесть! Фото водохновляет попробовать	спасибо! да это первая по рецепту-
Супер, представляю, как вкусно с черникой!	ага я очень люблю- наморозила всю зиму наслаждаюсь
Спасибо тебе за приятный отзыв, ну и за фото, конечно!	Ляночка08
Вах,какая вкусная кашка!!!К сожалению вишни не наморозили,но я малинкой заменила.Охренительно вкусно!!!Вся семья кушала с восторгом,особенно доча,хоть она у меня приаереда в кашках,а эту всю скушала на ура ттт	Леночка, спасибо за отзыв, безумно приятно, что кашка понравилась, особенно доче! Думаю, с малиной тоже очень вкусно, не пробовала, но представляю
Мой завтрак сегодня. Очень вкусно. Спасибо за рецептик.	Какая аппетитная тарелочка! Очень рада, что было вкусно, спасибо за фото!
Леночка, спасибо за рецепт!	Обожаю всё, что связано с овсянкой!
а этот вариант просто супер во время поста - просто и вкусно	Олесь, очень жаль, что ты этот рецепт не в постных блюдах выставила! Вкус даже не представляю... Необычное сочетание... Бум пробовать!!! Спасибо!!!
Олесь, очень жаль, что ты этот рецепт не в постных блюдах выставила	ой, надо будет перенести туда, я ещё не очень по сайту ориентируюсь
да, всё правильно - 10 минут обжаривать на сильном огне	А нижний слой не подгорит за это время? Не перемешивать? Или за счет влажной гречки не подгорает?
Каша - бомба!!!	Юлькина мама
Очень вкусная и полезная кашка,сделала деткам,,но только без капусты.Пошла на ура!!! Спасибо за рецепт кашки! Рада, что рецепт пришёлся по душе вам и вашим деткам!	Юлькина мама
Зира, томатная паста, чеснок... с такими ингредиентами мы еще перловку не ели, заинтригована. Вот только в выходные готовила перловую кашу с курицей. С удовольствием и этот рецепт в закладочки забираю. Спасибо, Владимир.	Спасибо, за внимание к рецепту. Рад был поделиться.
Владимир! Уверена, что перловочка порадует.	Спасибо за рецепт!
У меня реально дети - ретрограды, кашей плевались, пришлось все самой съесть	Мои тоже не едят ! Но это не мешает мне ее горячо любить и готовить для себя .
Иришечка! Давно уж я тебе отчетики не приносила! Embarassed Embarassed Embarassed Но исправляюсь - вот кашка боярская! Обалденно вкусная! Привет, Светочка!!!! Выглядишь великолепно! И друг у тебя шикарный! Очень рада тебя видеть и приятно, что кашка моя пригодилась!	Правда без грибочков! Я забыла их купить, а когда кинулась...поздно уж было! С грибами - вообще сказка будет! Думаю новый отчетик с грибами не задержится Попробуйте и с грибочками обязательно!!!
Правда без грибочков! Я забыла их купить, а когда кинулась...поздно уж было! С грибами - вообще сказка будет! Думаю новый отчетик с грибами не задержится Попробуйте и с грибочками обязательно!!!	кашка эта боярину моему понравилась! а это самое главное, чтобы боярин был доволен!!! Кушайте НА ЗДОРОВЬЕ! Вижу винегрет на заднем плане, отличное дополнение к кашке!
кашка эта боярину моему понравилась! а это самое главное, чтобы боярин был доволен!!! Кушайте НА ЗДОРОВЬЕ! Вижу винегрет на заднем плане, отличное дополнение к кашке!	СПАСИБО, Лайточка!!!!!!
Спасибо большое ,сделала всё точно по рецепту, ну очень вкусно Наталия, рада, что вам было вкусненько!!! Кушайте кашку с удовольствием и НА ЗДОРОВЬЕ!!!	Ириshа
Иришка, спасибо за наивкуснейшую кашку Светочка, на здоровье!!!	Я очень рада, что ты попробовала боярскую кашку!!!
Бум делать еще Готовь с удовольствием, Светлана!!!	Благодарю за аппетитную тарелочку!!!
вкусно, сытно, быстро делается! Настена, рада, что угодила тебе кашкою! НА ЗДОРОВЬЕ!!!	СПАСИБО за аппетитнейшую тарелочку!
Просто слюнки бегут,Нет слов!Прелесть!	сушия, угощайся!!!! Спасибо, что заглянула!
Ирочка, каша действительно боярская! Очень вкусная, ароматная, готовится быстро - сплошные плюсы. Моё семейство её очень-очень одобрило! Людочка, я очень рада твоему вердикту!!! Кушайте кашку на здоровье! Большой привет семейству!	Понравилось - не то слово! и мне очень нравится твоя тарелочка! Моя благодарность за такую аппетитную фоточку и приятнейший отзыв!!!! Это же самое главное, когда мужчины довольны!
Понравилось - не то слово! и мне очень нравится твоя тарелочка! Моя благодарность за такую аппетитную фоточку и приятнейший отзыв!!!! Это же самое главное, когда мужчины довольны!	Людмила, СПАСИБО!!!! Безумно рада твоему двойному визиту!!!!
Ириша,захотелось мне сегодня гречневой каши.Но не сваренной обычным способом.Как хорошо,что вспомнила о твоем рецепте,он давно в закладках. Наточка!!!! Очень рада, что ты вспомнила про мою кашкуууу!!!! Рада тебя видеть с такой аппетитнейшей тарелочкой мммммм	Вкус изумительный
Вкус изумительный	я ее ложкой из чашки навернула ,да с салатом из помидоров и огурцов.Прелесть.
Очень красивая подача, Валя тоже люблю гречку с яйцами хорошее сочетанике	Наташа, спасибо за внимание!
Валечка! Спасибо, что открыла мне секрет столь чудесного приготовления банальнейшей гречки! Сегодня утром дегустировали сие блюдо. Что сказать? Здоровский рецепт! Быстро готовится. И очень удачное, вкусное сочетание ингредиентов , и вполне самодостаточное блюдо.	Карина, очень рада, что каша понравилась! Очень приятно получать такие отзывы Готовь на здоровье!
Теперь приготовлю по твоему рецепту. Уверена что понравится. Огромное мерси	Ирочка, надеюсь, что мужу и тебе придется каша по вкусу.
Очень вкусно, тоже так готовлю.	Нина,
Валентина, с Праздником, всех благ тебе	Танюш, ну я, как всегда Пропускаю приятные поздравления от тебя. И ведь заходила, почти, каждый день! Но только сегодня полезла в отслеживаемые темы. Спасибо тебе огромное! Хорошего тебе, весеннего настроения и, как можно больше, добрых улыбок!!
Валечка, здравствуйте, большое спасибо за рецепт!!! Так вкусно, просто, чудесно!!	Дома всем очень понравилось, буду готовить ещё и ещё, кроме петрушки я добавила зелёный лук подсоленный, думаю можно и кресс- салат попробовать.
Валенция	очень аппетитно!
А я такую кашу использую как начинку в зразы. Никогда не приходило в голову, что это ведь вполне себе самостоятельное блюдо)	Спасибо!
Спасибочки кашка очень вкусная.Буду повторять обязательно.	Спасибо! Очень рада, что кашка понравилась!
Валюша! Принимай отчетик.	Каша получилась очень вкусная.
"Приготовила кашку-вкусно,спасибо за рецепт,но есть одно ""но"".Опасно ставить горшочки в заранее разогретую духовку (тем более на максимум),они могут лопнуть,а когда ставишь в холодную,молоко не закипает-каша становится гуще и уже впитывает молочко,поэтому оно не вытекает-удобно,попробуйте)))"	только ждать долго можно прокипятить молоко и залить крупу горячим,тогда ждать не так долго
Катюша, спасибо за рецепт! Каша получилась замечательная(я делала с курагой)! Я вообще-то каши не очень люблю, но такую вкусняшку грех не есть, тем более, полезно Я ещё твою овсянку с яблочком присмотрела	замечательная каша!!!! спасибо за фото!!! и овсянку обязательно попробуй!!!! оно просто идеальная!!!!
Божественная каша Оторваться невозможно	и так много сухофруктов спасибо за фото!! я помню вы большие любители каши )
Катя, спасибо ещё раз за такой замечательный рецепт! Каша - это вкусно	и полезно рада что рецепт прижился!!
Джанго	очень вкусная каша, спасибо за рецепт!!!!
Спасибо за рецепт!!	Подскажите пожалуйста пропорции для большего горшочка - у меня чугунный где-то на 1 литр
Катенька, спасибо за рецепт. Муж сказал, что еще никогда более вкусной пшенной каши не едал и вообще она шедевриальна	спасибо! очень рада что каша понравилась!!
Мне больше всего нравится каша на молоке с добавлением льна, грецких орехов, кунжута и семечек ) может просто уже привыкла к такой) здесь нашла интересные варианты, обязательно попробую	конечно привыкаем к чему-то одному..Но думаю стоит попробовать новые варинаты- вдруг что-то придется по вкусу
класс	Ляночка08
оказалось вкусно с кокосовой стружкой )	Ляночка08
запариваю хлопья 3 злака молоком, без соли и сахара, добавляю измельчённые банан и клубнику, украшаю ими же, посыпаю семенами подсолнечника и кунжута и кокосовой стружкой. Вкусно и сладко без подсластителей. И ароматно	Ляночка08
Спасибо	Алла, на здоровье!
И под ситему -60 подходит на обед	Ездили сегодня на дачу, и я брала для себя на обед такую гречку. Правда, делала с тунцом. Понравилось. Думаю, что с лососем будет еще лучше.
я давно уж варила, на молоке сразу.Но тогда нужно или в спец. кастрюльке или следить	Да, я сперва тоже пробовала только на молоке, но каша пригорает и варится долго, поэксперементировала с водой- стало легче варить, а на вкусе это не отражается.
поставила на плиту только что - жду)))	Леночка, ну что, получилось?!?!?
Леночка, ну что, получилось?!?!?	Оль, вкусно конечно)))
Да, да- МЯСО, МЯСО, МЯСО им все подавай	Ну вот, мясоеды они, а им тут какую-то кашу подсовывают
Валечка, спасибо за рецепт вкусной кашки.	На здоровье! И спасибо за такую аппетитную фотографию
"Очень полюбилась мне и моей семье эта каша Отличный гарнир получается к ""Еврейскому жаркое"" из курицы от Julliet."	Спасибо за такой приятный отзыв
Классный рецептик!!! Сегодня попробую на своих!!!	Удачи!
Вдохновившись вчера Вашей идеей, сегодня еще и гречку делаю по такому же принципу.	"Спасибо за красивый фотоотчет! Это случайно получилось или рожица ""нарисована"" на каше?"
Когда приготовила и попробовала, то сразу даже не поверила, что у такой вкуснятины может быть такой простой рецепт	Спасибо за отзыв, мне очень приятно
Это тарелочка для сына. Ушки вышли случайно, они то и сподвигли на остальное творчество.	Получилось забавно
Вечно с гарнирами проблема, что-бы такое необычное приготовить, а здесь из самого прозаического набора, такая вкуснота.	Спасибо за отзыв
спасибо за вкусную кашу.	На здоровье
Валечка, мы твою кашу регулярно кушаем. Очень вкусно!	Я добляваю не только лук и морковку, но и другие овощи (цуккини, цветную капусту - что есть дома)
Я добляваю не только лук и морковку, но и другие овощи (цуккини, цветную капусту - что есть дома)	Цуккини добавляла, а вот другие овощи как-то не додумалась добавлять. Вот уж точно - век живи, век учись. Лиза, спасибо за совет
Спасибо за отличный рецепт. Очень вкусная каша получилась.	Valentina47
Что то зря я мимо тыквы прохожу!!	Викочка, я тыкву ем довольно часто, т.к. она мне заменяет картофель, который я не ем уже много лет. Поэтому все рецепты с тыквой меня интересуют. Я так же знаю, что в отличии от картофеля, это оооочень полезный овощ
картофель я не ем уже много лет.	А можно полюбопытствовать:почему?
Я для себя тыкву только этой зимой открыла.	Я знаю людей, которые прожили до старости и не ели никогда тыкву
Жаль, что сейчас тыквы уже нет, но рецепт забираю до нового урожая!	У нас, когда проходит сезон тыква очень дорогая, но при определенных условиях ее можно сохранить в течении года до следующего урожая.
А можно полюбопытствовать:почему?	У меня это связано с набором веса, и т.к. я не могу ограничивать себя одной картофелиной в неделю, то мне легче совсем не есть его.
А я вот никак не могу заставить себя полюбить тыкву.	Это как в том анекдоте : Вы не любите котов?! Да Вы просто не знаете как их готовить! (черный юмор). Вот, Юличка, и мне кажется, что тыкву ты не любишь, т.к. не пробовала то самое вкусное блюдо из тыквы, которое изменит твое отношение к этому великолепному овощу
Вот, Юличка, и мне кажется, что тыкву ты не любишь, т.к. не пробовала то самое вкусное блюдо из тыквы, которое изменит твое отношение к этому великолепному овощу	"Ой,Лен,может ты и права..я в принципе тыкву ела в 2 блюдах (не считая кашу из детства),последнее было при чистке организма- вот тут было как в анекдоте ""мыши плакали,кололись,но продолжали жрать кактус"",нужно было есть неделю,да и жалко было выкинуть наготовленное..надо будет действительно еще раз попробовать..все таки полезная штука"
нужно было есть неделю,да и жалко было выкинуть наготовленное..	Так тогда все понятно! Она у тебя ассоциируется с вынужденной едой, а поэтому тебе ее и не хочется. Просто надо на тыквочку посмотреть с другой стороны. А еще в моих рецептах она дополняется различными специями, что меняет ее вкус (хотя она и сама по себе вкусная), а также она идет в качестве гарнира к другим блюдам, что опять же существенно отличается от твоей диеты. Попробуй
У меня, правда, получилось больше похоже на суп (жидковато), но мне всё равно очень понравилось.	Так бывает, если тыква очень сочная. Можно оставить на маленьком огне пока не выпарится вся жидкость.
Мне даже в голову не приходило, что можно сочетать тыквенную кашу и кокосовый орех.	Аллочка, я рада, что Вас заинтересовало это сочетание!
Но вкус получился просто изумительный.	Спасибо, за Ваш отзыв! Мне очень приятно!
никогда бы не догадалась с кокосом эту кашу сделать...все гениальное-просто.	Юличка, спасибо за комментарий - угощайтесь!
Как жаль что тыквы нет...	А все остальное есть?!
А все остальное есть?!	Неа,тоже нет)
Неа,тоже нет)	ТЕН
Ольга спасибо Вам за рецепт такого приготовления риса, обязательно приготовлю	На здоровье! Обязательно попробуйте, рис получается очень ароматной и такой шелковой текстуры.
Ольга, я тоже готовлю рис похожим способом, только вместо моркови кладу сладкий перец. Теперь попробую так, как у Вас, уверена, что вкусно	Татьяна, и правда очень вкусно!
надо же,Оль,я так же рис готовлю,с лучком и морковью	иногда на воде,иногда на бульоне
"я тоже готовлю такой рис,но кроме лука и морковки дообавляю сладкий красный перец,паприку,сухой базилик или тмин,чеснок целым зубочком,но готовлю под крышкой,как плов-очень вкусно вот вместе с Наташиным вкуснейшим ""Венским гуляшом"" http://forum.say7.info/topic39647.html"	Оля,молодец,что выставила этот простой,но вкусный рецепт
Очень вкусно, похоже на плов, только без мяса!	Елена, спасибо!
супер! Спасибо огромное за рецепт - очень вкусно и без мороки!	На здоровье!
Спасибо, это я обязательно сделаю.	Не пожалеешь, Сань.
Не пожалеешь, Сань.	Не сомневаюсь.Не забыть бы только, миллион уже рецептов.
А сделать хочу с клубникой	Не поверишь, но у меня те же мысли были
Клубника и корица хорошо дружат	впервые слышу..как то раньше не додумывалась, спасибо за идею!!! Корицу очень люблю, думаю будет шикарно с клубничкой!!
знала, что это вкусно будет!!!!!!!!!!!	Спасибо, Ольчик!!!!! Часто буду повторять!!!!!
После такой кашки в желудке тААААкое клёёвое чувство!!!!!!!!	вот-вот... и я о том же
Спасибо, это я обязательно сделаю.	Саша, на здоровье! Я знаю, что ты овсянку очень уважаешь , так что думаю, что такая каша тебе должна понравиться
А сделать хочу с клубникой.Клубника и корица хорошо дружат, люблю.	Вот спасибо за идею!!!! Я ведь даже и не знала, что они сочетаются - обязательно попробую!
Вот теперь я знаю, что завтра на завтрак приготовить! Большое спасибо, чудесный рецептик!	Рада, что идея заразила! На здоровье!
Почти каждое утро я ем именно ЭТУ кашу!!!	Катюша, значит мы каждое утро едим практически одинаковый завтрак!
Олюня, я безмерно счастлива, что ты выставила этот рецепт!!!!!	А я безмерно счастлива, что тебе эта каша приносит столько радости и пользы!
Я еще хожу завтракать на крышу, пока погода хорошая ( я живу в 7 этажном доме ) - мммм...непередаваемо!)))))	Без слов...
Олюня, я тя ЛЮ!!	Катюшенька, солнышко
Все кто не пробовали, полжизни потеряли стопроцентно	Абсолютно согласна!
Если я тебе еще не надоела своими бесконечными отчетами , выставляю:	Супер вкусные каши
С такой кашей - каждое утро - праздник!))))	Очень точно подмечено! Мы пока в поездках были, очень скучали по этому нашему традиционному завтраку!
Я делала с черной смородиной	Я черную смородину уже много лет не ела - у нас ее здесь просто нет. Уверена, что это изумительно вкусно!
здесь столько аппетитных фотоотчетов	Ага, это спасибо нашей Катюшке!
но я в следующий раз под себя подкорректирую и буду питаться полезными и здоровыми завтраками	Ксюша, ура!!! Я всегда очень радуюсь таким новостям! Спасибо большущее за отзыв!
Жаль сын каши не ест никакие, кроме гречки и риса на воде.Но надеюсь пристраститься со временем...	Да, иногда это дело времени и экспериментов, но есть люди, которые действительно не любят каши, тогда его можно овсяным печеньем накормить - мы и так тоже овсянку употребляем
Кстати, на очереди у меня твой другой рис - с йогуртом и имбирем и суп из мунг-дала!	Желаю тебе удачного приготовления этих блюд и надеюсь, что они тебе понравяться!
Леночка, купила я таки настоящие тычинки шафрана!	Сегодня приготовила твой восхитительный рис!
Сегодня приготовила твой восхитительный рис!	УРА!!!!!!!!!
Оценили его на пару с мамулькой!	Так что двойное тебе СПАСИБО!!!
"А Вам двойное пожалуйста! И тройное ""Спасибо"" за поддержку, высокую оценку и замечательнейшее фото!"	Dellamisa
твои золотые ручки!	Огромное тебе спасибо за рецептик
Огромное тебе спасибо за рецептик	На здоровье, Эсмирочка!
Леночка, да ручки у нас обеих золотые - это точно! Слава Богу за это! Так вкусно живётся, не так ли? Главное, направлять наше золотце в правильную степь, что мы с тобой успешно и делаем. Очень хорошие девочки мы с тобой!	Правильно-правильно, Эсмирочка - надо чаще себя любимых хвалить и любить!
Кстати, твоё фото просто бесподобное! В тебе есть что-то аристократически чистое и от тебя веет теплом. Так и хочется присоединиться к тебе и попить вместе чайку / кофейку с нашими вкусняшками	Ты меня совсем засмущала Мне очень приятно! Я тоже хотела бы с тобой чайку попить!
Леночка,я -все таки приготовила это блюдо не дождалась твоего сообщения	Ликочка, извини! Я долго не подходила к компу и вовремя не ответила тебе
Получилось очень вкусно и ароматно!	Ну, слава Богу! Я очень рада, что и тебе и доченьке понравилось!
вот мой отчет ,только извиняюсь, я прям с рабочей посудой уж очень мне не хотелось разрушать такую красоту ,фотографировала рис прямо в сковороде	Если бы ты не написала, что это в сковороде - я бы и не догадалась, выглядит как темная керамическая чаша! Очень-очень красивые и аппетитные фото!
